gene_id,gene_biotype,gene_name
ENSG00000074964.16,protein_coding,ARHGEF10L
ENSG00000236648.1,lincRNA,RP11-473A10.2
ENSG00000117148.7,protein_coding,ACTL8
ENSG00000261781.1,lincRNA,LINC01654
ENSG00000117154.11,protein_coding,IGSF21
ENSG00000280222.1,TEC,RP11-174G17.3
ENSG00000230035.2,antisense,RP11-174G17
ENSG00000225387.1,lincRNA,RP11-422P22.1
ENSG00000179023.8,protein_coding,KLHDC7A
ENSG00000235282.3,processed_pseudogene,DYNLL1P3
ENSG00000225478.2,processed_pseudogene,RP1-8B22.2
ENSG00000009709.11,protein_coding,PAX7
ENSG00000179002.5,protein_coding,TAS1R2
ENSG00000159423.16,protein_coding,ALDH4A1
ENSG00000265606.1,miRNA,MIR4695
ENSG00000221662.1,miRNA,MIR1290
ENSG00000169991.10,protein_coding,IFFO2
ENSG00000272084.1,3prime_overlapping_ncRNA,RP5-1126H10.2
ENSG00000127481.14,protein_coding,UBR4
ENSG00000230424.1,antisense,RP1-43E13.2
ENSG00000127463.13,protein_coding,EMC1
ENSG00000053372.4,protein_coding,MRTO4
ENSG00000211454.13,polymorphic_pseudogene,AKR7L
ENSG00000162482.4,protein_coding,AKR7A3
ENSG00000270728.1,processed_pseudogene,RP4-657E11.10
ENSG00000053371.12,protein_coding,AKR7A2
ENSG00000200403.1,snRNA,RNU6-1099P
ENSG00000040487.12,protein_coding,PQLC2
ENSG00000077549.17,protein_coding,CAPZB
ENSG00000240490.3,misc_RNA,RN7SL277P
ENSG00000201609.1,snRNA,RNU4-28P
ENSG00000235185.1,antisense,RP5-1056L3.1
ENSG00000173436.13,protein_coding,MINOS1
ENSG00000226396.1,processed_pseudogene,RP5-1056L3.3
ENSG00000158747.13,protein_coding,NBL1
ENSG00000158748.3,protein_coding,HTR6
ENSG00000162542.13,protein_coding,TMCO4
ENSG00000178828.6,protein_coding,RNF186
ENSG00000235434.1,antisense,RP11-91K11.2
ENSG00000169914.5,protein_coding,OTUD3
ENSG00000188784.4,protein_coding,PLA2G2E
ENSG00000242688.3,misc_RNA,RN7SL304P
ENSG00000188257.10,protein_coding,PLA2G2A
ENSG00000127472.10,protein_coding,PLA2G5
ENSG00000117215.14,protein_coding,PLA2G2D
ENSG00000158786.4,protein_coding,PLA2G2F
ENSG00000227066.1,lincRNA,RP3-340N1.2
ENSG00000187980.6,protein_coding,PLA2G2C
ENSG00000225986.1,antisense,UBXN10-AS1
ENSG00000162543.5,protein_coding,UBXN10
ENSG00000228105.1,lincRNA,LINC01757
ENSG00000158816.15,protein_coding,VWA5B1
ENSG00000226664.1,antisense,RP4-745E8.2
ENSG00000236963.6,lincRNA,LINC01141
ENSG00000226487.1,lincRNA,RP4-749H3.2
ENSG00000162545.5,protein_coding,CAMK2N1
ENSG00000090432.6,protein_coding,MUL1
ENSG00000215520.3,processed_pseudogene,RPS4XP4
ENSG00000183114.7,protein_coding,FAM43B
ENSG00000158825.5,protein_coding,CDA
ENSG00000158828.7,protein_coding,PINK1
ENSG00000117242.7,antisense,PINK1-AS
ENSG00000244038.9,protein_coding,DDOST
ENSG00000117245.12,protein_coding,KIF17
ENSG00000235432.1,unprocessed_pseudogene,RP5-930J4.5
ENSG00000189410.11,protein_coding,SH2D5
ENSG00000233069.1,antisense,RP5-930J4.2
ENSG00000127483.17,protein_coding,HP1BP3
ENSG00000075151.20,protein_coding,EIF4G3
ENSG00000251914.1,snRNA,RNU7-200P
ENSG00000221808.1,miRNA,MIR1256
ENSG00000233072.1,processed_pseudogene,RPS15AP6
ENSG00000236073.2,processed_pseudogene,RP11-487E1.2
ENSG00000235112.1,processed_pseudogene,HSPE1P27
ENSG00000117298.14,protein_coding,ECE1
ENSG00000236936.1,antisense,RP3-329E20.2
ENSG00000231105.1,antisense,RP5-1071N3.1
ENSG00000236216.5,processed_pseudogene,PPP1R11P1
ENSG00000228823.1,unprocessed_pseudogene,RP11-293F5.8
ENSG00000236009.1,lincRNA,RP11-293F5.1
ENSG00000227001.3,unprocessed_pseudogene,NBPF2P
ENSG00000187952.9,processed_pseudogene,HS6ST1P1
ENSG00000186543.7,unprocessed_pseudogene,CROCCP5
ENSG00000142794.18,protein_coding,NBPF3
ENSG00000176378.8,processed_pseudogene,PFN1P10
ENSG00000162551.13,protein_coding,ALPL
ENSG00000233431.1,antisense,RP11-63N8.3
ENSG00000076864.19,protein_coding,RAP1GAP
ENSG00000090686.15,protein_coding,USP48
ENSG00000231978.2,processed_pseudogene,RP11-132G19.3
ENSG00000187942.11,protein_coding,LDLRAD2
ENSG00000142798.17,protein_coding,HSPG2
ENSG00000232037.3,processed_pseudogene,RP11-26H16.1
ENSG00000283234.1,transcribed_unitary_pseudogene,RP11-26H16.4
ENSG00000219073.7,protein_coding,CELA3B
ENSG00000273610.1,misc_RNA,RN7SL386P
ENSG00000201919.1,snRNA,RNU6-1022P
ENSG00000142789.19,protein_coding,CELA3A
ENSG00000278124.1,misc_RNA,RN7SL186P
ENSG00000201273.1,snRNA,RNU6-776P
ENSG00000228397.2,lincRNA,LINC01635
ENSG00000218510.6,lincRNA,LINC00339
ENSG00000070831.15,protein_coding,CDC42
ENSG00000230068.2,sense_intronic,CDC42-IT1
ENSG00000271428.1,processed_pseudogene,RP1-224A6.8
ENSG00000271840.1,lincRNA,RP1-224A6.9
ENSG00000162552.14,protein_coding,WNT4
ENSG00000266564.1,miRNA,MIR4418
ENSG00000234397.3,processed_pseudogene,RP11-415K20.1
ENSG00000279625.1,TEC,RP11-415K20.2
ENSG00000184677.16,protein_coding,ZBTB40
ENSG00000237200.1,sense_intronic,ZBTB40-IT1
ENSG00000070886.11,protein_coding,EPHA8
ENSG00000276835.2,miRNA,MIR6127
ENSG00000173372.16,protein_coding,C1QA
ENSG00000159189.11,protein_coding,C1QC
ENSG00000173369.15,protein_coding,C1QB
ENSG00000133216.16,protein_coding,EPHB2
ENSG00000265422.1,miRNA,MIR4684
ENSG00000225952.1,antisense,RP11-69E9.1
ENSG00000264014.1,miRNA,MIR4253
ENSG00000215906.8,protein_coding,LACTBL1
ENSG00000227868.5,protein_coding,C1orf234
ENSG00000004487.15,protein_coding,KDM1A
ENSG00000240553.1,antisense,RP1-184J9.2
ENSG00000263793.1,miRNA,MIR3115
ENSG00000266802.1,miRNA,MIR4419A
ENSG00000169641.13,protein_coding,LUZP1
ENSG00000229010.1,processed_pseudogene,RP5-979D14.1
ENSG00000206935.1,snRNA,RNU6-514P
ENSG00000252578.1,snRNA,RNU6-135P
ENSG00000179546.4,protein_coding,HTR1D
ENSG00000215381.3,processed_pseudogene,RP5-1057J7.1
ENSG00000261326.2,lincRNA,LINC01355
ENSG00000125944.18,protein_coding,HNRNPR
ENSG00000125945.14,protein_coding,ZNF436
ENSG00000249087.6,antisense,ZNF436-AS1
ENSG00000271420.1,lincRNA,RP5-1057J7.7
ENSG00000204219.9,protein_coding,TCEA3
ENSG00000232482.2,processed_pseudogene,RP4-654C18.1
ENSG00000088280.18,protein_coding,ASAP3
ENSG00000007968.6,protein_coding,E2F2
ENSG00000235052.1,lincRNA,RP1-150O5.3
ENSG00000117318.8,protein_coding,ID3
ENSG00000197880.8,protein_coding,MDS2
ENSG00000229239.2,unprocessed_pseudogene,RP11-223J15.2
ENSG00000142676.12,protein_coding,RPL11
ENSG00000011007.12,protein_coding,ELOA
ENSG00000236810.5,antisense,ELOA-AS1
ENSG00000057757.9,protein_coding,PITHD1
ENSG00000011009.10,protein_coding,LYPLA2
ENSG00000117308.14,protein_coding,GALE
ENSG00000117305.14,protein_coding,HMGCL
ENSG00000179163.11,protein_coding,FUCA1
ENSG00000188822.7,protein_coding,CNR2
ENSG00000229106.1,processed_pseudogene,BTBD6P1
ENSG00000232557.3,antisense,RP11-4M23.3
ENSG00000264926.1,miRNA,MIR378F
ENSG00000230228.2,processed_pseudogene,RP11-4M23.4
ENSG00000189266.11,protein_coding,PNRC2
ENSG00000188529.14,protein_coding,SRSF10
ENSG00000215905.4,processed_pseudogene,RP11-4M23.7
ENSG00000225315.2,antisense,RP11-293P20.2
ENSG00000142661.18,protein_coding,MYOM3
ENSG00000230703.1,antisense,RP11-293P20.4
ENSG00000142677.3,protein_coding,IL22RA1
ENSG00000185436.11,protein_coding,IFNLR1
ENSG00000230023.2,lincRNA,RP11-10N16.2
ENSG00000232298.2,antisense,RP11-10N16.3
ENSG00000158055.15,protein_coding,GRHL3
ENSG00000001460.17,protein_coding,STPG1
ENSG00000001461.16,protein_coding,NIPAL3
ENSG00000117602.11,protein_coding,RCAN3
ENSG00000264443.1,lincRNA,RP4-594I10.3
ENSG00000184454.6,protein_coding,NCMAP
ENSG00000227312.2,processed_pseudogene,RP11-496D1.2
ENSG00000239106.1,misc_RNA,Y_RNA
ENSG00000133226.16,protein_coding,SRRM1
ENSG00000169504.14,protein_coding,CLIC4
ENSG00000238482.1,snRNA,RNU6-1208P
ENSG00000020633.18,protein_coding,RUNX3
ENSG00000278034.1,miRNA,MIR6731
ENSG00000229162.1,antisense,RP11-84D1.1
ENSG00000261025.1,lincRNA,RP11-84D1.2
ENSG00000264371.1,miRNA,MIR4425
ENSG00000233755.1,lincRNA,RP4-799D16.1
ENSG00000233419.3,processed_pseudogene,RP4-781L3.1
ENSG00000231953.2,antisense,RP4-706G24.1
ENSG00000117614.9,protein_coding,SYF2
ENSG00000117616.17,protein_coding,RSRP1
ENSG00000272432.1,lincRNA,RP3-465N24.6
ENSG00000261349.1,unprocessed_pseudogene,RP3-465N24.5
ENSG00000187010.19,protein_coding,RHD
ENSG00000224183.1,processed_pseudogene,SDHDP6
ENSG00000259984.1,unprocessed_pseudogene,RP11-335G20.7
ENSG00000183726.10,protein_coding,TMEM50A
ENSG00000188672.17,protein_coding,RHCE
ENSG00000238084.4,processed_pseudogene,RP3-469D22.1
ENSG00000204178.9,protein_coding,TMEM57
ENSG00000157978.11,protein_coding,LDLRAP1
ENSG00000225643.1,lincRNA,RP11-70P17.1
ENSG00000117643.14,protein_coding,MAN1C1
ENSG00000233478.1,antisense,RP1-187B23.1
ENSG00000162430.16,protein_coding,SELENON
ENSG00000228172.5,antisense,RP1-317E23.3
ENSG00000117640.17,protein_coding,MTFR1L
ENSG00000127423.10,protein_coding,AUNIP
ENSG00000236528.1,antisense,RP1-125I3.2
ENSG00000182749.5,protein_coding,PAQR7
ENSG00000207302.1,misc_RNA,Y_RNA
ENSG00000117632.22,protein_coding,STMN1
ENSG00000229786.1,processed_pseudogene,SNRPFP2
ENSG00000223624.1,processed_pseudogene,RP1-125I3.4
ENSG00000283938.1,miRNA,MIR3917
ENSG00000158006.13,protein_coding,PAFAH2
ENSG00000207237.1,snRNA,RNU6-110P
ENSG00000252190.1,scaRNA,SCARNA17
ENSG00000252691.1,scaRNA,SCARNA18
ENSG00000158008.9,protein_coding,EXTL1
ENSG00000158014.14,protein_coding,SLC30A2
ENSG00000284309.1,bidirectional_promoter_lncRNA,RP11-96L14.9
ENSG00000158022.6,protein_coding,TRIM63
ENSG00000175087.9,protein_coding,PDIK1L
ENSG00000197245.5,protein_coding,FAM110D
ENSG00000282872.1,protein_coding,RP11-96L14.8
ENSG00000236782.6,protein_coding,RP11-96L14.7
ENSG00000142684.8,protein_coding,ZNF593
ENSG00000142675.17,protein_coding,CNKSR1
ENSG00000188782.8,protein_coding,CATSPER4
ENSG00000236155.6,transcribed_unprocessed_pseudogene,RP11-231P20.2
ENSG00000278572.1,unprocessed_pseudogene,RP11-231P20.6
ENSG00000130695.14,protein_coding,CEP85
ENSG00000270733.1,processed_pseudogene,RP11-231P20.5
ENSG00000142669.14,protein_coding,SH3BGRL3
ENSG00000158062.20,protein_coding,UBXN11
ENSG00000169442.8,protein_coding,CD52
ENSG00000176092.14,protein_coding,AIM1L
ENSG00000225854.2,processed_pseudogene,RP11-569G9.7
ENSG00000176083.17,protein_coding,ZNF683
ENSG00000131914.10,protein_coding,LIN28A
ENSG00000117682.16,protein_coding,DHDDS
ENSG00000223583.1,processed_pseudogene,RP3-476K8.4
ENSG00000225891.1,antisense,RP3-476K8.3
ENSG00000198830.10,protein_coding,HMGN2
ENSG00000224129.1,processed_pseudogene,DPPA2P2
ENSG00000117676.13,protein_coding,RPS6KA1
ENSG00000238705.1,miRNA,MIR1976
ENSG00000243905.3,misc_RNA,RN7SL679P
ENSG00000252802.1,misc_RNA,Y_RNA
ENSG00000252429.2,snRNA,RNU7-29P
ENSG00000229247.2,processed_pseudogene,RP11-492M19.3
ENSG00000238316.1,snoRNA,snoU13
ENSG00000235069.2,processed_pseudogene,RP4-785J1.1
ENSG00000260063.1,antisense,RP5-968P14.2
ENSG00000117713.18,protein_coding,ARID1A
ENSG00000060642.10,protein_coding,PIGV
ENSG00000241188.3,misc_RNA,RN7SL165P
ENSG00000204160.11,protein_coding,ZDHHC18
ENSG00000175793.11,protein_coding,SFN
ENSG00000142751.14,protein_coding,GPN2
ENSG00000198746.12,protein_coding,GPATCH3
ENSG00000090273.13,protein_coding,NUDC
ENSG00000131910.4,protein_coding,NR0B2
ENSG00000175707.8,protein_coding,KDF1
ENSG00000172746.6,unprocessed_pseudogene,RPL12P13
ENSG00000224064.1,processed_pseudogene,RP11-344H11.5
ENSG00000225294.1,processed_pseudogene,OSTCP2
ENSG00000253368.3,protein_coding,TRNP1
ENSG00000158246.7,protein_coding,FAM46B
ENSG00000090020.10,protein_coding,SLC9A1
ENSG00000229985.2,processed_pseudogene,RP11-40H20.5
ENSG00000214973.3,processed_pseudogene,CHCHD3P3
ENSG00000225159.1,processed_pseudogene,NPM1P39
ENSG00000225990.2,processed_pseudogene,SNRPEP7
ENSG00000224311.1,antisense,RP11-40H20.4
ENSG00000142784.15,protein_coding,WDTC1
ENSG00000252098.1,misc_RNA,Y_RNA
ENSG00000243659.1,processed_pseudogene,RP11-4K3__A.3
ENSG00000186501.14,protein_coding,TMEM222
ENSG00000206888.1,snRNA,RNU6-48P
ENSG00000241547.1,processed_pseudogene,ACTG1P20
ENSG00000142765.17,protein_coding,SYTL1
ENSG00000142733.14,protein_coding,MAP3K6
ENSG00000142748.12,protein_coding,FCN3
ENSG00000174950.10,protein_coding,CD164L2
ENSG00000231207.1,processed_pseudogene,RP1-144C9.2
ENSG00000181773.6,protein_coding,GPR3
ENSG00000158195.10,protein_coding,WASF2
ENSG00000241169.1,lincRNA,RP4-752I6.1
ENSG00000237429.1,antisense,RP1-159A19.4
ENSG00000126705.13,protein_coding,AHDC1
ENSG00000000938.12,protein_coding,FGR
ENSG00000235912.1,processed_pseudogene,RP1-159A19.3
ENSG00000233975.1,lincRNA,RP11-288L9.1
ENSG00000126709.14,protein_coding,IFI6
ENSG00000225886.3,antisense,RP11-288L9.4
ENSG00000206767.1,snRNA,RNU6-949P
ENSG00000226662.2,processed_pseudogene,CHMP1AP1
ENSG00000207095.1,snRNA,RNU6-424P
ENSG00000009780.15,protein_coding,FAM76A
ENSG00000231344.1,processed_pseudogene,RP3-426I6.2
ENSG00000230833.1,processed_pseudogene,RPEP3
ENSG00000117758.13,protein_coding,STX12
ENSG00000269971.1,sense_intronic,RP3-426I6.5
ENSG00000270031.1,sense_intronic,RP3-426I6.6
ENSG00000223062.1,snRNA,RNU6-1245P
ENSG00000117751.17,protein_coding,PPP1R8
ENSG00000252947.1,scaRNA,SCARNA1
ENSG00000130775.15,protein_coding,THEMIS2
ENSG00000117748.9,protein_coding,RPA2
ENSG00000130768.14,protein_coding,SMPDL3B
ENSG00000227050.1,antisense,RP11-460I13.2
ENSG00000158156.7,protein_coding,XKR8
ENSG00000158161.15,protein_coding,EYA3
ENSG00000238231.2,processed_pseudogene,RP11-460I13.6
ENSG00000240750.3,misc_RNA,RN7SL559P
ENSG00000228589.3,processed_pseudogene,SPCS2P4
ENSG00000228943.1,processed_pseudogene,RP5-1053E7.2
ENSG00000214812.3,processed_pseudogene,RP5-1053E7.3
ENSG00000253005.1,snRNA,RNU6-176P
ENSG00000169403.11,protein_coding,PTAFR
ENSG00000126698.10,protein_coding,DNAJC8
ENSG00000130770.17,protein_coding,ATPIF1
ENSG00000270605.1,antisense,RP5-1092A3.4
ENSG00000271398.1,lincRNA,RP5-1092A3.5
ENSG00000130766.4,protein_coding,SESN2
ENSG00000130772.13,protein_coding,MED18
ENSG00000204138.12,protein_coding,PHACTR4
ENSG00000206779.1,misc_RNA,Y_RNA
ENSG00000229820.2,processed_pseudogene,RP1-308E4.1
ENSG00000221216.1,snRNA,RNU6ATAC27P
ENSG00000180198.15,protein_coding,RCC1
ENSG00000274266.1,snoRNA,SNORA73A
ENSG00000200087.1,snoRNA,SNORA73B
ENSG00000231468.2,processed_pseudogene,PRDX3P2
ENSG00000279443.1,TEC,RP4-669K10.8
ENSG00000180098.9,protein_coding,TRNAU1AP
ENSG00000197989.13,antisense,SNHG12
ENSG00000221539.1,snoRNA,SNORD99
ENSG00000278274.1,snoRNA,SNORA61
ENSG00000273544.1,snoRNA,SNORA44
ENSG00000274582.1,snoRNA,SNORA16A
ENSG00000120656.11,protein_coding,TAF12
ENSG00000188060.7,protein_coding,RAB42
ENSG00000229388.1,lincRNA,LINC01715
ENSG00000274978.1,snRNA,RNU11
ENSG00000162419.12,protein_coding,GMEB1
ENSG00000252777.1,scaRNA,SCARNA24
ENSG00000198492.15,protein_coding,YTHDF2
ENSG00000116329.10,protein_coding,OPRD1
ENSG00000233427.1,antisense,RP1-212P9.3
ENSG00000199756.1,misc_RNA,Y_RNA
ENSG00000159023.19,protein_coding,EPB41
ENSG00000225616.2,processed_pseudogene,RP4-604A21.1
ENSG00000206704.1,misc_RNA,Y_RNA
ENSG00000277958.1,misc_RNA,Metazoa_SRP
ENSG00000253304.1,protein_coding,TMEM200B
ENSG00000225750.1,lincRNA,RP11-242O24.3
ENSG00000116350.16,protein_coding,SRSF4
ENSG00000277916.1,misc_RNA,uc_338
ENSG00000116353.15,protein_coding,MECR
ENSG00000237934.1,antisense,RP11-467D18.2
ENSG00000060656.19,protein_coding,PTPRU
ENSG00000230523.1,lincRNA,LINC01756
ENSG00000225011.4,unprocessed_pseudogene,RP11-810H18.1
ENSG00000228176.1,lincRNA,RP4-656G21.1
ENSG00000270927.1,processed_pseudogene,RP11-179G8.1
ENSG00000233399.2,lincRNA,LINC01648
ENSG00000233372.1,lincRNA,RP5-893G23.1
ENSG00000231251.1,processed_pseudogene,RP3-357I16.1
ENSG00000236335.1,lincRNA,RP4-591L5.1
ENSG00000231949.1,lincRNA,RP4-591L5.2
ENSG00000162510.5,protein_coding,MATN1
ENSG00000186056.9,antisense,MATN1-AS1
ENSG00000162511.7,protein_coding,LAPTM5
ENSG00000264773.1,miRNA,MIR4420
ENSG00000229607.1,lincRNA,RP5-1125N11.1
ENSG00000223382.4,lincRNA,LINC01778
ENSG00000222784.1,misc_RNA,RN7SKP91
ENSG00000235143.1,antisense,RP1-65J11.5
ENSG00000162512.15,protein_coding,SDC3
ENSG00000266210.2,misc_RNA,RN7SL371P
ENSG00000134644.15,protein_coding,PUM1
ENSG00000237329.2,processed_pseudogene,RP11-201O14.1
ENSG00000232768.1,processed_pseudogene,RP11-201O14.2
ENSG00000215900.4,processed_pseudogene,SELENOWP1
ENSG00000225142.2,processed_pseudogene,RP11-490K7.1
ENSG00000084628.9,protein_coding,NKAIN1
ENSG00000060688.12,protein_coding,SNRNP40
ENSG00000229447.2,processed_pseudogene,RP11-490K7.4
ENSG00000121766.15,protein_coding,ZCCHC17
ENSG00000229044.1,antisense,RP11-266K22.2
ENSG00000121769.7,protein_coding,FABP3
ENSG00000168528.11,protein_coding,SERINC2
ENSG00000215899.3,processed_pseudogene,RP11-439L8.2
ENSG00000206981.1,snRNA,RNU6-40P
ENSG00000260386.6,transcribed_unitary_pseudogene,LINC01225
ENSG00000265961.1,misc_RNA,Y_RNA
ENSG00000284543.1,processed_transcript,LINC01226
ENSG00000229167.1,antisense,RP11-73M7.1
ENSG00000142910.15,protein_coding,TINAGL1
ENSG00000121764.11,protein_coding,HCRTR1
ENSG00000162517.12,protein_coding,PEF1
ENSG00000235790.7,antisense,RP11-73M7.6
ENSG00000264078.1,antisense,RP11-73M7.9
ENSG00000084636.17,protein_coding,COL16A1
ENSG00000121753.12,protein_coding,ADGRB2
ENSG00000266580.1,miRNA,MIR4254
ENSG00000254545.1,antisense,RP11-84A19.3
ENSG00000134668.12,protein_coding,SPOCD1
ENSG00000203620.2,lincRNA,RP11-84A19.2
ENSG00000269967.1,lincRNA,RP11-84A19.4
ENSG00000184007.18,protein_coding,PTP4A2
ENSG00000228634.1,lincRNA,RP4-534N18.2
ENSG00000121774.17,protein_coding,KHDRBS1
ENSG00000203325.3,antisense,RP11-277A4.4
ENSG00000121775.17,protein_coding,TMEM39B
ENSG00000266203.1,miRNA,MIR5585
ENSG00000276493.1,misc_RNA,Metazoa_SRP
ENSG00000025800.13,protein_coding,KPNA6
ENSG00000084652.15,protein_coding,TXLNA
ENSG00000160050.14,protein_coding,CCDC28B
ENSG00000224066.1,antisense,RP4-622L5.7
ENSG00000160051.11,protein_coding,IQCC
ENSG00000222046.2,protein_coding,DCDC2B
ENSG00000160055.19,protein_coding,TMEM234
ENSG00000084623.11,protein_coding,EIF3I
ENSG00000220785.7,transcribed_unprocessed_pseudogene,MTMR9LP
ENSG00000183615.5,protein_coding,FAM167B
ENSG00000182866.16,protein_coding,LCK
ENSG00000277617.1,misc_RNA,Metazoa_SRP
ENSG00000252450.1,misc_RNA,Y_RNA
ENSG00000116478.11,protein_coding,HDAC1
ENSG00000175130.6,protein_coding,MARCKSL1
ENSG00000233775.1,lincRNA,RP4-811H24.9
ENSG00000162526.6,protein_coding,TSSK3
ENSG00000225828.1,protein_coding,FAM229A
ENSG00000160058.18,protein_coding,BSDC1
ENSG00000224333.1,processed_pseudogene,GAPDHP20
ENSG00000270850.1,processed_pseudogene,RP11-395N6.4
ENSG00000229259.1,unprocessed_pseudogene,LRRC37A12P
ENSG00000263529.2,misc_RNA,RN7SL122P
ENSG00000273274.1,protein_coding,ZBTB8B
ENSG00000160062.14,protein_coding,ZBTB8A
ENSG00000176261.15,protein_coding,ZBTB8OS
ENSG00000200591.1,misc_RNA,Y_RNA
ENSG00000162521.18,protein_coding,RBBP4
ENSG00000162520.14,protein_coding,SYNC
ENSG00000224409.1,antisense,RP11-114B7.6
ENSG00000162522.10,protein_coding,KIAA1522
ENSG00000134684.10,protein_coding,YARS
ENSG00000116497.17,protein_coding,S100PBP
ENSG00000160097.16,protein_coding,FNDC5
ENSG00000121905.9,protein_coding,HPCA
ENSG00000121900.18,protein_coding,TMEM54
ENSG00000116514.16,protein_coding,RNF19B
ENSG00000278966.2,TEC,RP5-1174N9.2
ENSG00000217644.5,processed_pseudogene,RP4-803A2.1
ENSG00000239670.1,unprocessed_pseudogene,RP4-803A2.2
ENSG00000236065.2,antisense,RP1-117O3.2
ENSG00000004455.16,protein_coding,AK2
ENSG00000276645.1,misc_RNA,Metazoa_SRP
ENSG00000142920.16,protein_coding,AZIN2
ENSG00000278997.1,TEC,RP11-131M11.2
ENSG00000116525.13,protein_coding,TRIM62
ENSG00000279179.1,TEC,RP11-131M11.3
ENSG00000160094.14,protein_coding,ZNF362
ENSG00000270115.1,lincRNA,RP11-415J8.7
ENSG00000184389.9,protein_coding,A3GALT2
ENSG00000225313.5,antisense,RP11-415J8.3
ENSG00000134686.18,protein_coding,PHC2
ENSG00000284154.1,miRNA,MIR3605
ENSG00000222112.1,misc_RNA,RN7SKP16
ENSG00000233246.1,antisense,RP11-415J8.5
ENSG00000234512.1,unitary_pseudogene,TLR12P
ENSG00000121903.14,protein_coding,ZSCAN20
ENSG00000235907.2,processed_pseudogene,RP4-580O19.2
ENSG00000121904.17,protein_coding,CSMD2
ENSG00000227000.2,processed_pseudogene,HSPD1P14
ENSG00000176256.10,protein_coding,HMGB4
ENSG00000231163.5,antisense,CSMD2-AS1
ENSG00000201148.1,rRNA,RNA5SP42
ENSG00000142698.14,protein_coding,C1orf94
ENSG00000270241.1,processed_pseudogene,RP4-657M3.2
ENSG00000207941.1,miRNA,MIR552
ENSG00000163866.8,protein_coding,SMIM12
ENSG00000189280.3,protein_coding,GJB5
ENSG00000189433.5,protein_coding,GJB4
ENSG00000255811.1,antisense,RP1-34M23.5
ENSG00000188910.7,protein_coding,GJB3
ENSG00000187513.8,protein_coding,GJA4
ENSG00000230163.1,antisense,RP5-997D16.2
ENSG00000116544.11,protein_coding,DLGAP3
ENSG00000241014.1,processed_transcript,RP11-244H3.1
ENSG00000243749.1,protein_coding,TMEM35B
ENSG00000163867.16,protein_coding,ZMYM6
ENSG00000233940.1,processed_pseudogene,RPL12P45
ENSG00000197056.9,protein_coding,ZMYM1
ENSG00000228348.1,processed_pseudogene,EFCAB14P1
ENSG00000116560.10,protein_coding,SFPQ
ENSG00000201868.1,misc_RNA,Y_RNA
ENSG00000146463.11,protein_coding,ZMYM4
ENSG00000240374.3,misc_RNA,RN7SL503P
ENSG00000201542.1,snoRNA,SNORA62
ENSG00000229994.1,processed_pseudogene,RPL5P4
ENSG00000227409.1,antisense,ZMYM4-AS1
ENSG00000278702.1,misc_RNA,Metazoa_SRP
ENSG00000142687.17,protein_coding,KIAA0319L
ENSG00000236274.1,processed_pseudogene,RP4-728D4.3
ENSG00000020129.15,protein_coding,NCDN
ENSG00000239636.1,antisense,RP4-728D4.2
ENSG00000116819.6,protein_coding,TFAP2E
ENSG00000126067.11,protein_coding,PSMB2
ENSG00000142686.7,protein_coding,C1orf216
ENSG00000092853.13,protein_coding,CLSPN
ENSG00000232335.1,antisense,RP11-435D7.3
ENSG00000134698.10,protein_coding,AGO4
ENSG00000092847.11,protein_coding,AGO1
ENSG00000271164.1,processed_pseudogene,RP4-789D17.4
ENSG00000126070.19,protein_coding,AGO3
ENSG00000271554.1,antisense,RP4-665N4.8
ENSG00000232862.5,transcribed_processed_pseudogene,RP4-665N4.4
ENSG00000092850.11,protein_coding,TEKT2
ENSG00000116863.10,protein_coding,ADPRHL2
ENSG00000171812.12,protein_coding,COL8A2
ENSG00000054116.11,protein_coding,TRAPPC3
ENSG00000116871.15,protein_coding,MAP7D1
ENSG00000264592.2,misc_RNA,RN7SL131P
ENSG00000054118.13,protein_coding,THRAP3
ENSG00000231849.1,processed_pseudogene,UBE2V2P4
ENSG00000214193.10,protein_coding,SH3D21
ENSG00000142694.6,protein_coding,EVA1B
ENSG00000116883.8,antisense,RP11-268J15.5
ENSG00000196182.10,protein_coding,STK40
ENSG00000181817.5,protein_coding,LSM10
ENSG00000222821.1,snRNA,RNU4-27P
ENSG00000116885.18,protein_coding,OSCP1
ENSG00000201448.1,snoRNA,SNORA63
