,train,val,test
332,GTEX-11OF3-0825,GTEX-14PJ3-1625,GTEX-1AYCT-1125
333,GTEX-11OF3-2325,GTEX-14PJ3-0225,GTEX-1AYCT-1525
334,GTEX-11OF3-2525,GTEX-14PJ3-1525,GTEX-1AYCT-1225
335,GTEX-11OF3-2625,GTEX-14PJ3-0725,GTEX-1AYCT-2225
336,GTEX-11OF3-1825,GTEX-14PJ3-2225,GTEX-1AYCT-0225
337,GTEX-11OF3-0125,GTEX-14PJ3-2025,GTEX-1AYCT-1025
338,GTEX-11OF3-2225,GTEX-14PJ3-0125,GTEX-1AYCT-0425
339,GTEX-11OF3-0625,GTEX-14PJ3-0825,GTEX-1AYCT-1325
340,GTEX-11OF3-0725,GTEX-14PJ3-2125,GTEX-1AYCT-2025
341,GTEX-11OF3-2925,GTEX-111YS-0925,GTEX-1AYCT-1425
342,GTEX-11OF3-1125,GTEX-111YS-1725,GTEX-1AYCT-0325
343,GTEX-11OF3-1725,GTEX-111YS-1125,GTEX-1AYCT-1925
344,GTEX-11OF3-1925,GTEX-111YS-1825,GTEX-1AYCT-0725
345,GTEX-12ZZZ-0525,GTEX-111YS-2025,GTEX-1AYCT-1825
346,GTEX-12ZZZ-0725,GTEX-111YS-2325,GTEX-1AYCT-2125
347,GTEX-12ZZZ-3125,GTEX-111YS-0325,GTEX-1HSMO-0625
348,GTEX-12ZZZ-0625,GTEX-111YS-1025,GTEX-1HSMO-0825
349,GTEX-12ZZZ-3025,GTEX-111YS-0525,GTEX-1HSMO-0525
350,GTEX-12ZZZ-2025,GTEX-111YS-1525,GTEX-1HSMO-0325
351,GTEX-12ZZZ-0925,GTEX-111YS-1925,GTEX-1HSMO-0925
352,GTEX-12ZZZ-1225,GTEX-111YS-2125,GTEX-1HSMO-0725
353,GTEX-12ZZZ-1725,GTEX-111YS-1325,GTEX-1HSMO-1725
354,GTEX-12ZZZ-0225,GTEX-111YS-2425,GTEX-1HSMO-2525
355,GTEX-12ZZZ-1325,GTEX-111YS-2225,GTEX-1HSMO-2425
356,GTEX-12ZZZ-2425,GTEX-111YS-0125,GTEX-1HSMO-1225
357,GTEX-13112-0225,GTEX-111YS-0625,GTEX-1HSMO-0225
358,GTEX-13112-0125,GTEX-111YS-0425,GTEX-1HSMO-0125
359,GTEX-13112-2725,GTEX-111YS-1625,GTEX-1HSMO-3025
360,GTEX-13112-2625,GTEX-111YS-1225,GTEX-1HSMO-2325
361,GTEX-13112-3125,GTEX-111YS-1425,GTEX-1HSMO-1125
362,GTEX-13112-0325,GTEX-111YS-0725,GTEX-1HSMO-2925
363,GTEX-13112-2125,GTEX-111YS-0825,GTEX-1HSMO-2025
364,GTEX-13112-0525,GTEX-1A3MV-1125,GTEX-1HSMO-1425
365,GTEX-13112-1425,GTEX-1A3MV-1925,GTEX-1HSMO-3125
366,GTEX-13112-2825,GTEX-1A3MV-0425,GTEX-PW2O-1725
367,GTEX-13112-2925,GTEX-1A3MV-1225,GTEX-PW2O-0525
368,GTEX-13112-0425,GTEX-1A3MV-2225,GTEX-PW2O-1525
369,GTEX-13112-1125,GTEX-1A3MV-0825,GTEX-PW2O-1925
370,GTEX-139TS-0125,GTEX-1A3MV-0725,GTEX-PW2O-0225
371,GTEX-139TS-2125,GTEX-1A3MV-1325,GTEX-PW2O-0125
372,GTEX-139TS-2225,GTEX-1A3MV-0525,GTEX-PW2O-1225
373,GTEX-139TS-1425,GTEX-1A3MV-0325,GTEX-PW2O-0825
374,GTEX-139TS-3125,GTEX-1A3MV-0625,GTEX-PW2O-0425
375,GTEX-139TS-2925,GTEX-1A3MV-1425,GTEX-PW2O-1825
376,GTEX-139TS-2825,GTEX-1A3MV-2125,GTEX-PW2O-1425
377,GTEX-139TS-2625,GTEX-1A3MV-1525,GTEX-13JUV-2825
378,GTEX-139TS-1925,GTEX-1A3MV-1625,GTEX-13JUV-2325
379,GTEX-139TS-0225,GTEX-1A3MV-1025,GTEX-13JUV-0625
380,GTEX-139TS-1725,GTEX-1A3MV-1825,GTEX-13JUV-2025
381,GTEX-13FXS-0225,GTEX-1A3MV-0125,GTEX-13JUV-2525
382,GTEX-13FXS-0725,GTEX-1A3MV-1725,GTEX-13JUV-0225
383,GTEX-13FXS-1025,GTEX-1A3MV-2325,GTEX-13JUV-0525
384,GTEX-13FXS-1125,GTEX-1A3MV-2025,GTEX-13JUV-3025
385,GTEX-13FXS-3025,GTEX-1A3MV-0225,GTEX-13JUV-2925
386,GTEX-13FXS-3125,GTEX-XGQ4-0525,GTEX-13JUV-2425
387,GTEX-13FXS-1325,GTEX-XGQ4-0325,GTEX-13JUV-2725
388,GTEX-13FXS-0325,GTEX-XGQ4-0825,GTEX-13JUV-2625
389,GTEX-13FXS-2825,GTEX-XGQ4-0925,GTEX-178AV-0325
390,GTEX-13N2G-2725,GTEX-XGQ4-2325,GTEX-178AV-0725
391,GTEX-13N2G-2225,GTEX-XGQ4-0225,GTEX-178AV-0825
392,GTEX-13N2G-1825,GTEX-XGQ4-1825,GTEX-178AV-1325
393,GTEX-13N2G-2925,GTEX-XGQ4-2625,GTEX-178AV-1725
394,GTEX-13N2G-3125,GTEX-XGQ4-1025,GTEX-178AV-1825
395,GTEX-13N2G-1925,GTEX-XGQ4-1225,GTEX-178AV-0525
396,GTEX-13N2G-0525,GTEX-XGQ4-0425,GTEX-178AV-0225
397,GTEX-13N2G-0225,GTEX-XGQ4-1625,GTEX-178AV-0625
398,GTEX-13N2G-0125,GTEX-XGQ4-2425,GTEX-178AV-1925
399,GTEX-13N2G-0725,GTEX-XGQ4-1525,GTEX-178AV-0425
400,GTEX-13N2G-2625,GTEX-XGQ4-0625,GTEX-178AV-0925
401,GTEX-13N2G-0925,GTEX-XGQ4-2525,GTEX-178AV-1425
402,GTEX-13N2G-0825,GTEX-XGQ4-2225,GTEX-13O21-0725
403,GTEX-13N2G-2325,GTEX-XGQ4-1325,GTEX-13O21-1425
404,GTEX-13PDP-1025,GTEX-XGQ4-0125,GTEX-13O21-2525
405,GTEX-13PDP-1225,GTEX-XGQ4-2025,GTEX-13O21-3025
406,GTEX-13PDP-0125,GTEX-1JMPY-0125,GTEX-13O21-1925
407,GTEX-13PDP-0725,GTEX-1JMPY-1425,GTEX-13O21-1825
408,GTEX-13PDP-0225,GTEX-1JMPY-0825,GTEX-13O21-0625
409,GTEX-13PDP-1325,GTEX-1JMPY-0225,GTEX-13O21-1725
410,GTEX-13PDP-0325,GTEX-1JMPY-0525,GTEX-13O21-2925
411,GTEX-144GO-0125,GTEX-1JMPY-0925,GTEX-13O21-1525
412,GTEX-144GO-0225,GTEX-1JMPY-1225,GTEX-13O21-2425
413,GTEX-144GO-1625,GTEX-1JMPY-0325,GTEX-13O21-1225
414,GTEX-144GO-1325,GTEX-1JMPY-1325,GTEX-13O21-0925
415,GTEX-144GO-2025,GTEX-1JMPY-0425,GTEX-13O21-0825
416,GTEX-144GO-2725,GTEX-1JMPY-1025,GTEX-13O21-2225
417,GTEX-145MI-0325,GTEX-1JMPY-1525,GTEX-13O21-1025
418,GTEX-145MI-0425,GTEX-1JMPY-0725,GTEX-13O21-1125
419,GTEX-145MI-2625,GTEX-1JMPY-1625,GTEX-13O21-0325
420,GTEX-145MI-0625,GTEX-111VG-0725,GTEX-13O21-0425
421,GTEX-145MI-0525,GTEX-111VG-0525,GTEX-13O21-2325
422,GTEX-145MI-0825,GTEX-111VG-2325,GTEX-13O21-3125
423,GTEX-145MI-1125,GTEX-111VG-1925,GTEX-13O21-0125
424,GTEX-148VI-1725,GTEX-111VG-0325,GTEX-1KXAM-1625
425,GTEX-148VI-1125,GTEX-111VG-2225,GTEX-1KXAM-2425
426,GTEX-148VI-0325,GTEX-111VG-2625,GTEX-1KXAM-0325
427,GTEX-148VI-0625,GTEX-111VG-2525,GTEX-1KXAM-2325
428,GTEX-148VI-0825,GTEX-111VG-1625,GTEX-1KXAM-1725
429,GTEX-148VI-1025,GTEX-111VG-2425,GTEX-1KXAM-2025
430,GTEX-148VI-0525,GTEX-1192X-3025,GTEX-1KXAM-1425
431,GTEX-148VI-1225,GTEX-1192X-1825,GTEX-1KXAM-1125
432,GTEX-148VI-0225,GTEX-1192X-2325,GTEX-1KXAM-2125
433,GTEX-148VI-1625,GTEX-1192X-2925,GTEX-1KXAM-1225
434,GTEX-1497J-1225,GTEX-1192X-0425,GTEX-1KXAM-1025
435,GTEX-1497J-0725,GTEX-1192X-2525,GTEX-1KXAM-0525
436,GTEX-1497J-1025,GTEX-1192X-0725,GTEX-1KXAM-1925
437,GTEX-1497J-2525,GTEX-1192X-1525,GTEX-1KXAM-2525
438,GTEX-1497J-0125,GTEX-1192X-3125,GTEX-1KXAM-0425
439,GTEX-1497J-2625,GTEX-1192X-3225,GTEX-1KXAM-0825
440,GTEX-1497J-0325,GTEX-1192X-1125,GTEX-1KXAM-2225
441,GTEX-1497J-0225,GTEX-1192X-2725,GTEX-1KXAM-1325
442,GTEX-1497J-0825,GTEX-1192X-0225,GTEX-1KXAM-0925
443,GTEX-1497J-2325,GTEX-1192X-0325,GTEX-1KXAM-1825
444,GTEX-1497J-0425,GTEX-1KD5A-0925,GTEX-1KXAM-0725
445,GTEX-1497J-2725,GTEX-1KD5A-1425,GTEX-1KXAM-1525
446,GTEX-1497J-1925,GTEX-1KD5A-0825,GTEX-1KXAM-0625
447,GTEX-1497J-2125,GTEX-1KD5A-0125,GTEX-1KXAM-0225
448,GTEX-1497J-2425,GTEX-1KD5A-1825,GTEX-1JJE9-1425
449,GTEX-14ABY-0125,GTEX-1KD5A-1325,GTEX-1JJE9-3025
450,GTEX-14ABY-3025,GTEX-1KD5A-2525,GTEX-1JJE9-0725
451,GTEX-14ABY-2125,GTEX-1KD5A-1525,GTEX-1JJE9-2325
452,GTEX-14ABY-1925,GTEX-1KD5A-0325,GTEX-1JJE9-2225
453,GTEX-14ABY-1125,GTEX-1KD5A-1025,GTEX-1JJE9-2525
454,GTEX-14ABY-0225,GTEX-1KD5A-2225,GTEX-1JJE9-1525
455,GTEX-14ABY-3125,GTEX-1KD5A-1225,GTEX-1JJE9-0425
456,GTEX-14ABY-2025,GTEX-1KD5A-0625,GTEX-1JJE9-2625
457,GTEX-14ABY-0325,GTEX-1KD5A-1125,GTEX-1JJE9-0325
458,GTEX-14ABY-0625,GTEX-1KD5A-0525,GTEX-1JJE9-0925
459,GTEX-14ABY-0925,GTEX-1KD5A-0225,GTEX-1JJE9-2925
460,GTEX-14ABY-0725,GTEX-1KD5A-1925,GTEX-1JJE9-1225
461,GTEX-14JIY-0925,GTEX-1KD5A-0425,GTEX-1JJE9-2425
462,GTEX-14JIY-1225,GTEX-1KD5A-0725,GTEX-1JJE9-0225
463,GTEX-14JIY-1125,GTEX-11NUK-2725,GTEX-1JJE9-2825
464,GTEX-14JIY-3025,GTEX-11NUK-1325,GTEX-13OW6-1625
465,GTEX-14JIY-1325,GTEX-11NUK-0425,GTEX-13OW6-2425
466,GTEX-14JIY-0525,GTEX-11NUK-2625,GTEX-13OW6-0525
467,GTEX-14JIY-0425,GTEX-11NUK-1425,GTEX-13OW6-2725
468,GTEX-14JIY-3325,GTEX-11NUK-1025,GTEX-13OW6-2625
469,GTEX-14JIY-1425,GTEX-11NUK-0525,GTEX-13OW6-0325
470,GTEX-14JIY-0125,GTEX-11NUK-0825,GTEX-13OW6-0825
471,GTEX-14JIY-2325,GTEX-11NUK-2925,GTEX-13OW6-1825
472,GTEX-14JIY-2925,GTEX-11NUK-1225,GTEX-13OW6-0125
473,GTEX-14PQA-1225,GTEX-11NUK-2425,GTEX-13OW6-1425
474,GTEX-14PQA-3125,GTEX-11NUK-0725,GTEX-13OW6-3025
475,GTEX-14PQA-1125,GTEX-11NUK-0925,GTEX-13OW6-2125
476,GTEX-14PQA-0525,GTEX-11NUK-1725,GTEX-13OW6-1725
477,GTEX-14XAO-2325,GTEX-11NUK-3025,GTEX-13OW6-2525
478,GTEX-14XAO-1325,GTEX-11NUK-3125,GTEX-13OW6-0625
479,GTEX-14XAO-1425,GTEX-11NUK-2025,GTEX-13OW6-0925
480,GTEX-14XAO-1925,GTEX-11NUK-0225,GTEX-13OW6-2925
481,GTEX-14XAO-0325,GTEX-11NUK-0325,GTEX-13OW6-1525
482,GTEX-14XAO-1125,GTEX-11NUK-0125,GTEX-13OW6-0225
483,GTEX-14XAO-0925,GTEX-131XW-2225,GTEX-13OW6-0725
484,GTEX-14XAO-1225,GTEX-131XW-3125,GTEX-13OW6-3125
485,GTEX-14XAO-2025,GTEX-131XW-0725,GTEX-13OW6-1125
486,GTEX-14XAO-0225,GTEX-131XW-1125,GTEX-13OW6-0425
487,GTEX-14XAO-2225,GTEX-131XW-3225,GTEX-13OW6-2225
488,GTEX-14XAO-0425,GTEX-131XW-0225,GTEX-XMK1-2025
489,GTEX-14XAO-1025,GTEX-131XW-0525,GTEX-XMK1-0225
490,GTEX-14XAO-0525,GTEX-131XW-0425,GTEX-XMK1-0325
491,GTEX-15CHR-1125,GTEX-131XW-0125,GTEX-XMK1-0625
492,GTEX-15CHR-2425,GTEX-131XW-0325,GTEX-XMK1-0125
493,GTEX-15CHR-1425,GTEX-131XW-0625,GTEX-XMK1-1725
494,GTEX-15CHR-1725,GTEX-NFK9-1525,GTEX-XMK1-1325
495,GTEX-15CHR-2025,GTEX-NFK9-2225,GTEX-XMK1-1025
496,GTEX-15CHR-0925,GTEX-NFK9-0325,GTEX-XMK1-1125
497,GTEX-15CHR-0325,GTEX-NFK9-1125,GTEX-XMK1-2625
498,GTEX-15CHR-0725,GTEX-NFK9-0425,GTEX-XMK1-2225
499,GTEX-15CHR-1225,GTEX-NFK9-1025,GTEX-XMK1-1825
500,GTEX-15CHR-0125,GTEX-NFK9-1425,GTEX-XMK1-2525
501,GTEX-15CHR-1325,GTEX-NFK9-0525,GTEX-XMK1-2425
502,GTEX-15CHR-0525,GTEX-NFK9-1625,GTEX-XMK1-0925
503,GTEX-15CHR-0225,GTEX-NFK9-0925,GTEX-XMK1-1525
504,GTEX-15CHR-0625,GTEX-NFK9-0125,GTEX-1IY9M-1625
505,GTEX-15RIE-1025,GTEX-NFK9-0625,GTEX-1IY9M-0625
506,GTEX-15RIE-0625,GTEX-NFK9-0725,GTEX-1IY9M-2725
507,GTEX-15RIE-2325,GTEX-NFK9-1225,GTEX-1IY9M-0425
508,GTEX-15RIE-0325,GTEX-NFK9-1325,GTEX-1IY9M-0225
509,GTEX-15RIE-0125,GTEX-NFK9-2025,GTEX-1IY9M-1025
510,GTEX-15RIE-1725,GTEX-NFK9-1725,GTEX-1IY9M-1225
511,GTEX-15RIE-0825,GTEX-NFK9-0225,GTEX-1IY9M-1125
512,GTEX-15RIE-2425,GTEX-ZYW4-0225,GTEX-1IY9M-0125
513,GTEX-15RIE-1825,GTEX-ZYW4-0525,GTEX-1IY9M-2525
514,GTEX-15RIE-0425,GTEX-ZYW4-0625,GTEX-1IY9M-3125
515,GTEX-15RIE-1325,GTEX-ZYW4-2125,GTEX-1IY9M-2825
516,GTEX-15RIE-2025,GTEX-ZYW4-0325,GTEX-1IY9M-3225
517,GTEX-15RIE-0525,GTEX-ZYW4-0425,GTEX-1IY9M-0325
518,GTEX-15RIE-1925,GTEX-ZYW4-1225,GTEX-1IY9M-3025
519,GTEX-15RIE-0725,GTEX-ZYW4-0125,GTEX-1IY9M-2925
520,GTEX-15RIF-0625,GTEX-ZYW4-2225,GTEX-1EX96-0125
521,GTEX-15RIF-1825,GTEX-ZYW4-1425,GTEX-1EX96-1025
522,GTEX-15RIF-0325,GTEX-ZYW4-0925,GTEX-1EX96-3025
523,GTEX-15RIF-1525,GTEX-ZYW4-1625,GTEX-1EX96-2725
524,GTEX-15RIF-1125,GTEX-ZYW4-1125,GTEX-1EX96-1525
525,GTEX-15RIF-0525,GTEX-ZYW4-1525,GTEX-1EX96-2925
526,GTEX-15RIF-0925,GTEX-ZYW4-1325,GTEX-1EX96-2225
527,GTEX-15RIF-0825,GTEX-ZYW4-0825,GTEX-1EX96-2525
528,GTEX-15RIF-1325,GTEX-1C6WA-3325,GTEX-1EX96-1625
529,GTEX-15RIF-0125,GTEX-1C6WA-0525,GTEX-1EX96-0225
530,GTEX-15RIF-1425,GTEX-1C6WA-0526,GTEX-1EX96-2825
531,GTEX-15RIF-2125,GTEX-1C6WA-0725,GTEX-1EX96-2625
532,GTEX-15RIF-1025,GTEX-1C6WA-0426,GTEX-1EX96-1325
533,GTEX-15RJ7-0825,GTEX-1C6WA-0225,GTEX-1EX96-3125
534,GTEX-15RJ7-0125,GTEX-1C6WA-0825,GTEX-1EX96-1225
535,GTEX-15RJ7-0625,GTEX-1C6WA-2925,GTEX-1EX96-2125
536,GTEX-15RJ7-0925,GTEX-1C6WA-2325,GTEX-1EX96-1425
537,GTEX-15RJ7-0325,GTEX-1C6WA-3025,GTEX-1IOXB-1125
538,GTEX-15RJ7-1825,GTEX-1C6WA-2625,GTEX-1IOXB-0525
539,GTEX-15RJ7-1725,GTEX-1C6WA-0325,GTEX-1IOXB-0425
540,GTEX-15RJ7-0525,GTEX-1C6WA-1125,GTEX-1IOXB-0725
541,GTEX-15RJ7-2425,GTEX-1C6WA-2425,GTEX-1IOXB-2625
542,GTEX-15RJ7-2025,GTEX-1C6WA-2125,GTEX-1IOXB-2825
543,GTEX-15RJ7-2125,GTEX-1C6WA-0125,GTEX-1IOXB-0125
544,GTEX-15RJ7-0225,GTEX-1C6WA-0425,GTEX-1IOXB-3125
545,GTEX-15SHV-0425,GTEX-1S83E-1325,GTEX-1IOXB-2925
546,GTEX-15SHV-0125,GTEX-1S83E-2125,GTEX-1IOXB-0325
547,GTEX-15SHV-0325,GTEX-1S83E-1025,GTEX-1IOXB-1925
548,GTEX-15SHV-0825,GTEX-1S83E-0825,GTEX-1IOXB-1025
549,GTEX-15SHV-1125,GTEX-1S83E-1625,GTEX-1IOXB-1525
550,GTEX-15SHV-1525,GTEX-1S83E-0725,GTEX-1IOXB-2725
551,GTEX-15SHV-2525,GTEX-1S83E-1425,GTEX-1IOXB-0225
552,GTEX-15SHV-0725,GTEX-1S83E-0225,GTEX-1339X-1925
553,GTEX-15SHV-0525,GTEX-1S83E-0125,GTEX-1339X-0725
554,GTEX-15SHV-1925,GTEX-1S83E-0325,GTEX-1339X-0825
555,GTEX-15SHV-2225,GTEX-1S83E-0625,GTEX-1339X-1625
556,GTEX-15SHV-0925,GTEX-144GM-1525,GTEX-1339X-1725
557,GTEX-1HC8U-0525,GTEX-144GM-0425,GTEX-1339X-1425
558,GTEX-1HC8U-1325,GTEX-144GM-1625,GTEX-1339X-2325
559,GTEX-1HC8U-2625,GTEX-144GM-1125,GTEX-1339X-2425
560,GTEX-1HC8U-0925,GTEX-144GM-2125,GTEX-1339X-0325
561,GTEX-1HC8U-1725,GTEX-144GM-2225,GTEX-1339X-2725
562,GTEX-1HC8U-1525,GTEX-144GM-1025,GTEX-1339X-0425
563,GTEX-1HC8U-0625,GTEX-144GM-1725,GTEX-1339X-0525
564,GTEX-1HC8U-0725,GTEX-144GM-1425,GTEX-1339X-1025
565,GTEX-1HC8U-0825,GTEX-144GM-0925,GTEX-1339X-0625
566,GTEX-1HC8U-1625,GTEX-144GM-0725,GTEX-1339X-1125
567,GTEX-1HC8U-1225,GTEX-144GM-0825,GTEX-1339X-2625
568,GTEX-1HC8U-0225,GTEX-144GM-1925,GTEX-WHWD-1525
569,GTEX-1HC8U-1125,GTEX-144GM-0225,GTEX-WHWD-1025
570,GTEX-1IKOH-2325,GTEX-144GM-0525,GTEX-WHWD-0225
571,GTEX-1IKOH-0125,GTEX-144GM-1325,GTEX-WHWD-0425
572,GTEX-1IKOH-2825,GTEX-144GM-2025,GTEX-WHWD-2425
573,GTEX-1IKOH-0625,GTEX-144GM-1225,GTEX-WHWD-2325
574,GTEX-1IKOH-0225,GTEX-144GM-0625,GTEX-WHWD-0525
575,GTEX-1IKOH-2925,GTEX-144GM-0125,GTEX-WHWD-1225
576,GTEX-1IKOH-1625,GTEX-12696-2525,GTEX-WHWD-0125
577,GTEX-1IKOH-0925,GTEX-12696-0925,GTEX-WHWD-0325
578,GTEX-1MA7X-0625,GTEX-12696-0125,GTEX-WHWD-0825
579,GTEX-1MA7X-2325,GTEX-12696-1325,GTEX-WHWD-1425
580,GTEX-1MA7X-0925,GTEX-12696-1525,GTEX-WHWD-0725
581,GTEX-1MA7X-1025,GTEX-12696-2225,GTEX-WHWD-0925
582,GTEX-1MA7X-2125,GTEX-12696-1925,GTEX-WHWD-1825
583,GTEX-1MA7X-1525,GTEX-12696-3125,GTEX-1IDFM-1125
584,GTEX-1MA7X-1625,GTEX-12696-0525,GTEX-1IDFM-0325
585,GTEX-1MA7X-0725,GTEX-12696-2425,GTEX-1IDFM-0225
586,GTEX-1MA7X-2225,GTEX-12696-1025,GTEX-1IDFM-2825
587,GTEX-1MA7X-0825,GTEX-12696-1725,GTEX-1IDFM-0125
588,GTEX-1O97I-1825,GTEX-12696-0825,GTEX-1IDFM-0425
589,GTEX-1O97I-1725,GTEX-12696-1125,GTEX-1IDFM-1525
590,GTEX-1O97I-2425,GTEX-12696-2725,GTEX-1IDFM-2925
591,GTEX-1O97I-1025,GTEX-12696-0625,GTEX-1IDFM-1725
592,GTEX-1O97I-0325,GTEX-12696-1425,GTEX-1KWVE-2325
593,GTEX-1O97I-0825,GTEX-12696-0325,GTEX-1KWVE-1025
594,GTEX-1P4AB-2625,GTEX-12696-1225,GTEX-1KWVE-1425
595,GTEX-1P4AB-3025,GTEX-12696-0425,GTEX-1KWVE-0325
596,GTEX-1P4AB-1925,GTEX-12696-0225,GTEX-1KWVE-1525
597,GTEX-1P4AB-2925,GTEX-12696-2625,GTEX-1KWVE-0725
598,GTEX-1P4AB-0925,GTEX-12696-1825,GTEX-1KWVE-0825
599,GTEX-1P4AB-1825,GTEX-12696-2825,GTEX-1KWVE-1125
600,GTEX-1P4AB-1225,GTEX-13NZ9-0825,GTEX-1KWVE-1325
601,GTEX-1P4AB-1025,GTEX-13NZ9-1325,GTEX-1KWVE-2225
602,GTEX-1P4AB-1125,GTEX-13NZ9-1225,GTEX-1KWVE-2125
603,GTEX-1P4AB-0325,GTEX-13NZ9-0925,GTEX-1KWVE-0225
604,GTEX-1PFEY-0525,GTEX-13NZ9-0525,GTEX-1KWVE-1225
605,GTEX-1PFEY-1425,GTEX-13NZ9-2625,GTEX-1KWVE-0425
606,GTEX-1PFEY-1025,GTEX-13NZ9-1125,GTEX-1KWVE-0925
607,GTEX-1PFEY-0725,GTEX-13NZ9-2025,GTEX-1KWVE-1625
608,GTEX-1PFEY-0225,GTEX-13NZ9-1025,GTEX-111FC-1925
609,GTEX-1PFEY-1625,GTEX-13NZ9-0725,GTEX-111FC-3125
610,GTEX-1PFEY-0825,GTEX-13NZ9-0125,GTEX-111FC-0825
611,GTEX-1PFEY-1525,GTEX-13NZ9-0625,GTEX-111FC-0425
612,GTEX-1PFEY-1125,GTEX-NPJ8-2225,GTEX-111FC-0525
613,GTEX-1PFEY-1725,GTEX-NPJ8-0125,GTEX-111FC-0125
614,GTEX-1PFEY-0625,GTEX-NPJ8-0525,GTEX-111FC-2025
615,GTEX-1QP66-1625,GTEX-NPJ8-2425,GTEX-111FC-0225
616,GTEX-1QP66-0325,GTEX-NPJ8-0225,GTEX-111FC-3325
617,GTEX-1QP66-0125,GTEX-NPJ8-2625,GTEX-111FC-2925
618,GTEX-1QP66-1225,GTEX-NPJ8-1525,GTEX-111FC-0625
619,GTEX-1QP66-1125,GTEX-NPJ8-1725,GTEX-111FC-1125
620,GTEX-1QP66-1725,GTEX-NPJ8-1925,GTEX-111FC-1325
621,GTEX-1QP66-0225,GTEX-NPJ8-2125,GTEX-111FC-2525
622,GTEX-1QP66-0525,GTEX-NPJ8-1325,GTEX-111FC-0325
623,GTEX-1QP66-1325,GTEX-NPJ8-0325,GTEX-111FC-1025
624,GTEX-1QP66-0625,GTEX-NPJ8-2025,GTEX-1I1GR-1525
625,GTEX-1RNSC-1225,GTEX-NPJ8-1425,GTEX-1I1GR-2925
626,GTEX-1RNSC-3125,GTEX-NPJ8-0425,GTEX-1I1GR-0325
627,GTEX-1RNSC-2925,GTEX-1I1GQ-0525,GTEX-1I1GR-1225
628,GTEX-1RNSC-1125,GTEX-1I1GQ-2025,GTEX-1I1GR-0125
629,GTEX-P44G-0825,GTEX-1I1GQ-0825,GTEX-1I1GR-1125
630,GTEX-P44G-2325,GTEX-1I1GQ-1425,GTEX-1I1GR-0425
631,GTEX-P44G-0625,GTEX-1I1GQ-1525,GTEX-1I1GR-1325
632,GTEX-P44G-0525,GTEX-1I1GQ-3125,GTEX-1I1GR-0225
633,GTEX-P44G-2525,GTEX-1I1GQ-1325,GTEX-1I1GR-2525
634,GTEX-P44G-2425,GTEX-1I1GQ-1025,GTEX-1I1GR-1025
635,GTEX-P44G-1125,GTEX-1I1GQ-1225,GTEX-1I1GR-1425
636,GTEX-R3RS-0125,GTEX-1I1GQ-3025,GTEX-1I1GR-1725
637,GTEX-R3RS-0625,GTEX-1I1GQ-1725,GTEX-1I1GR-0725
638,GTEX-R3RS-1325,GTEX-1I1GQ-1625,GTEX-1I1GR-2225
639,GTEX-R3RS-0725,GTEX-1I1GQ-0125,GTEX-1I1GR-0525
640,GTEX-R3RS-0525,GTEX-1I1GQ-2225,GTEX-1I1GR-3025
641,GTEX-R3RS-1425,GTEX-1I1GQ-1125,GTEX-1KANB-1025
642,GTEX-R3RS-1025,GTEX-1I1GQ-0425,GTEX-1KANB-2125
643,GTEX-R3RS-0225,GTEX-1I1GQ-0225,GTEX-1KANB-2425
644,GTEX-RN5K-2825,GTEX-1I1GQ-0325,GTEX-1KANB-3125
645,GTEX-WFJO-2025,GTEX-139YR-1025,GTEX-1KANB-1925
646,GTEX-WFJO-0325,GTEX-139YR-0825,GTEX-1KANB-2625
647,GTEX-WFJO-0625,GTEX-139YR-1225,GTEX-1KANB-2025
648,GTEX-WFJO-1025,GTEX-139YR-1725,GTEX-1KANB-3225
649,GTEX-WFJO-0725,GTEX-139YR-2125,GTEX-1KANB-0525
650,GTEX-WFJO-1925,GTEX-139YR-2625,GTEX-1KANB-0325
651,GTEX-WFJO-0425,GTEX-139YR-0325,GTEX-1KANB-1525
652,GTEX-WFJO-0225,GTEX-139YR-0625,GTEX-1KANB-0125
653,GTEX-WFJO-1125,GTEX-139YR-1525,GTEX-1KANB-1625
654,GTEX-WFJO-0925,GTEX-139YR-0125,GTEX-1KANB-2225
655,GTEX-WFJO-0825,GTEX-139YR-0425,GTEX-1KANB-2825
656,GTEX-WOFL-0725,GTEX-139YR-1825,GTEX-1KANB-1125
657,GTEX-WOFL-0825,GTEX-139YR-2725,GTEX-1KANB-1825
658,GTEX-WOFL-0125,GTEX-139YR-0725,GTEX-16XZY-2425
659,GTEX-WOFL-0625,GTEX-139YR-0225,GTEX-16XZY-0925
660,GTEX-WOFL-1225,GTEX-139YR-2225,GTEX-16XZY-2225
661,GTEX-X4LF-1725,GTEX-139YR-0525,GTEX-16XZY-0725
662,GTEX-X4LF-0425,GTEX-139YR-2525,GTEX-16XZY-2125
663,GTEX-X4LF-0325,GTEX-139YR-1625,GTEX-16XZY-2325
664,GTEX-X4LF-0825,GTEX-139YR-2425,GTEX-16XZY-0125
665,GTEX-X4LF-0625,GTEX-139YR-0925,GTEX-16XZY-0425
666,GTEX-X4LF-0225,GTEX-139YR-1925,GTEX-16XZY-0525
667,GTEX-X4LF-0125,GTEX-1CB4G-1325,GTEX-16XZY-2525
668,GTEX-X4LF-0525,GTEX-1CB4G-0225,GTEX-XMD2-0125
669,GTEX-X4XX-1025,GTEX-1CB4G-1525,GTEX-XMD2-0525
